Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,40.5,40.650001525878906,39.18000030517578,39.56999969482422,39.56999969482422,8597600
2021-01-05,40.2400016784668,42.869998931884766,40.0,41.84000015258789,41.84000015258789,12393600
2021-01-06,42.529998779296875,43.95000076293945,41.91999816894531,43.5099983215332,43.5099983215332,11035300
2021-01-07,44.04999923706055,44.9900016784668,43.599998474121094,44.70000076293945,44.70000076293945,9648200
2021-01-08,45.0,45.47999954223633,44.189998626708984,44.70000076293945,44.70000076293945,9445700
2021-01-11,44.099998474121094,45.709999084472656,43.310001373291016,45.36000061035156,45.36000061035156,10840900
2021-01-12,46.02000045776367,47.66999816894531,45.720001220703125,47.41999816894531,47.41999816894531,13013700
2021-01-13,47.349998474121094,47.470001220703125,46.599998474121094,47.029998779296875,47.029998779296875,11839900
2021-01-14,47.41999816894531,48.290000915527344,46.77000045776367,47.869998931884766,47.869998931884766,12857900
2021-01-15,47.279998779296875,47.279998779296875,44.529998779296875,45.119998931884766,45.119998931884766,29996900
2021-01-19,45.150001525878906,46.150001525878906,44.86000061035156,46.0,46.0,14498800
2021-01-20,46.369998931884766,46.4900016784668,45.29999923706055,45.36000061035156,45.36000061035156,21178000
2021-01-21,45.40999984741211,45.70000076293945,42.70000076293945,43.189998626708984,43.189998626708984,16897900
2021-01-22,42.060001373291016,42.97999954223633,41.75,42.689998626708984,42.689998626708984,9533600
2021-01-25,42.130001068115234,42.630001068115234,41.2400016784668,42.58000183105469,42.58000183105469,10739700
2021-01-26,43.06999969482422,43.70000076293945,41.61000061035156,41.68000030517578,41.68000030517578,7616300
