Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,169.63999938964844,169.8699951171875,162.17999267578125,164.0500030517578,164.0500030517578,473600
2021-01-05,164.17999267578125,167.02999877929688,164.02999877929688,165.55999755859375,165.55999755859375,392100
2021-01-06,163.22000122070312,171.4600067138672,163.22000122070312,170.97999572753906,170.97999572753906,463200
2021-01-07,171.64999389648438,171.64999389648438,168.60000610351562,169.74000549316406,169.74000549316406,471000
2021-01-08,170.9600067138672,172.89999389648438,167.02999877929688,169.08999633789062,169.08999633789062,404100
2021-01-11,167.75999450683594,171.11000061035156,167.75999450683594,169.1999969482422,169.1999969482422,262100
2021-01-12,169.8000030517578,173.32000732421875,169.1199951171875,172.2100067138672,172.2100067138672,271200
2021-01-13,171.58999633789062,173.0,170.25999450683594,171.3000030517578,171.3000030517578,223600
2021-01-14,172.61000061035156,175.35000610351562,171.67999267578125,172.02000427246094,172.02000427246094,377100
2021-01-15,171.25,172.5800018310547,168.1199951171875,171.47000122070312,171.47000122070312,297100
2021-01-19,173.16000366210938,173.75,170.30999755859375,170.57000732421875,170.57000732421875,310000
2021-01-20,170.24000549316406,170.83999633789062,168.27000427246094,168.4600067138672,168.4600067138672,280900
2021-01-21,167.85000610351562,170.1699981689453,166.72999572753906,166.88999938964844,166.88999938964844,295800
2021-01-22,166.57000732421875,168.57000732421875,164.47999572753906,167.63999938964844,167.63999938964844,312000
2021-01-25,167.08999633789062,169.1699981689453,165.47999572753906,166.50999450683594,166.50999450683594,280800
2021-01-26,168.64999389648438,169.69000244140625,160.8000030517578,160.8800048828125,160.8800048828125,466400
2021-01-27,160.0,166.41000366210938,159.85000610351562,163.1999969482422,163.1999969482422,758000
2021-01-28,163.9499969482422,164.6199951171875,161.27999877929688,161.9499969482422,161.9499969482422,379800
2021-01-29,161.27999877929688,162.02999877929688,157.10000610351562,157.3300018310547,157.3300018310547,346200
2021-02-01,158.00999450683594,159.72999572753906,156.36000061035156,157.77000427246094,157.77000427246094,421800
2021-02-02,159.91000366210938,161.38999938964844,158.0,159.6199951171875,159.6199951171875,448800
2021-02-03,159.6199951171875,161.66000366210938,158.97000122070312,161.1999969482422,161.1999969482422,309600
2021-02-04,161.8800048828125,162.39999389648438,159.97999572753906,161.25,161.25,549400
2021-02-05,162.8000030517578,165.77000427246094,162.0,163.89999389648438,163.89999389648438,405400
2021-02-08,165.14999389648438,166.25,163.83999633789062,165.02000427246094,165.02000427246094,296600
2021-02-09,165.3300018310547,167.24000549316406,164.5,167.22000122070312,167.22000122070312,346200
2021-02-10,168.1300048828125,169.10000610351562,166.91000366210938,167.77000427246094,167.77000427246094,321700
2021-02-11,170.5,179.75,169.52999877929688,170.52999877929688,170.52999877929688,742400
2021-02-12,170.72999572753906,176.8000030517578,170.4199981689453,176.1300048828125,176.1300048828125,429100
2021-02-16,177.6300048828125,179.0,174.8000030517578,175.16000366210938,175.16000366210938,616700
2021-02-17,174.89999389648438,179.27000427246094,173.39999389648438,178.4199981689453,178.4199981689453,431600
2021-02-18,177.33999633789062,178.67999267578125,176.5399932861328,178.42999267578125,178.42999267578125,371600
2021-02-19,179.11000061035156,182.22999572753906,178.80999755859375,182.1300048828125,182.1300048828125,417900
2021-02-22,183.13999938964844,192.5,182.1999969482422,190.63999938964844,190.63999938964844,665200
2021-02-23,191.3699951171875,191.80999755859375,183.0500030517578,186.4199981689453,186.4199981689453,587500
2021-02-24,187.0399932861328,190.22999572753906,187.0399932861328,188.10000610351562,188.10000610351562,341800
